id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
11132775,Manhattan - Washington Heights Apt,43082746,Hillary,Manhattan,Washington Heights,Private room,50,1,0,1,0
11144496,"New Spacious Master, Williamsburg",48819868,Nick,Brooklyn,Williamsburg,Private room,200,1,0,1,0
11146878,North Williamsburg 2 BR Apt,57944278,Ashley,Brooklyn,Williamsburg,Entire home/apt,200,1,0,1,0
11158160,Cozy Room Available in Brooklyn,4968801,Mary,Brooklyn,Bedford-Stuyvesant,Private room,75,1,0,1,0
11162285,"Charming Brownstone Two-Bedroom, Fort Greene",4302160,Erica + Jonathan,Brooklyn,Fort Greene,Entire home/apt,200,1,0,1,12
11168007,Beautiful Studio in luxury building,6032945,Tabata,Brooklyn,Greenpoint,Entire home/apt,110,3,0,1,0
11168411,Big sunny room 20 min to Manhattan,23435560,Iris & Renato,Brooklyn,Bedford-Stuyvesant,Private room,38,7,0,1,0
11190701,Large room in spacious apartment,1549512,Ilene,Brooklyn,Bushwick,Private room,39,4,0,2,0
11198278,2BR WITH PRIVATE PATIO EAST VILLAGE,2856748,Ruchi,Manhattan,Greenwich Village,Entire home/apt,245,30,0,49,364
11199622,EAST VILLAGE~ MASSIVE 1BR &1.5BATH,2856748,Ruchi,Manhattan,East Village,Entire home/apt,230,30,0,49,363
11210829,"Huge, Sunny & Quiet",58389790,Claudia & Turi,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,180,0,1,1
11211612,Private Room in Williamsburg BK,57069428,Stuart,Brooklyn,Williamsburg,Private room,50,1,0,1,0
11213418,Lease Chinatown   Little Italy 5 bedrm  2 bath,34813079,Jennifer (And My Brother Gordon),Manhattan,Little Italy,Entire home/apt,255,31,0,1,317
11222221,Stunning  West Village Loft,18284376,Carol,Manhattan,West Village,Entire home/apt,150,1,0,1,0
11228512,Great 1 BR available in UES!,58523861,Doris,Manhattan,Upper East Side,Private room,70,1,0,1,0
11239207,The Blair House Rental,33535733,Andrew,Manhattan,Midtown,Private room,120,5,0,1,0
11242469,"Very Sunny, Couple/Family-friendly",17861935,Yoon,Queens,Flushing,Entire home/apt,70,4,0,1,0
11253351,One room available in apartment,55688014,Juliann,Manhattan,Hell's Kitchen,Private room,70,1,0,1,0
11272815,Private Room Off Morgan L Train Stop In Huge Loft,1373616,Gregory,Brooklyn,Williamsburg,Private room,40,5,0,1,0
11276229,Triplex w/ 2 full bed/bath and high ceilings,47481444,Trace,Manhattan,Gramercy,Private room,200,1,0,1,0
11276513,Large Room in Park Slope,10262436,Jenn,Brooklyn,Park Slope,Private room,90,5,0,1,0
11279820,Newly Renovated 2 Bedroom in Soho!,22292023,Jordon,Manhattan,Lower East Side,Entire home/apt,170,1,0,1,0
11282499,Hells Kitchen private room 3BR/2BA,5408649,Steven,Manhattan,Hell's Kitchen,Private room,55,10,0,1,0
11284520,Charming Pad in Prime Bushwick,4592263,Natalie,Brooklyn,Bushwick,Private room,55,30,0,1,0
11284626,Large BR in Spacious Artist Loft,7519175,Ira,Brooklyn,Bushwick,Private room,75,3,0,1,0
11295918,"CLEAN, QUIET, COMFORTABLE APARTMENT",4671389,Samuel,Brooklyn,Prospect-Lefferts Gardens,Private room,70,1,0,1,0
11309973,ULTRA CHIC 3BR APT IN EAST VILLAGE!,2856748,Ruchi,Manhattan,East Village,Entire home/apt,278,30,0,49,339
11311470,EAST VILLAGE 3BR ~WITH GARDEN VIEW!,2856748,Ruchi,Manhattan,East Village,Entire home/apt,285,30,0,49,364
11320482,living affordably in prim RIVERDALE,24789838,Aljosha,Bronx,Kingsbridge,Private room,45,6,0,2,0
11321484,Williamsburg Abode,59215650,Jil,Brooklyn,Williamsburg,Private room,75,3,0,1,0
11324531,PRIVATE ROOM - GREENPOINT,31860430,Grayson,Brooklyn,Greenpoint,Private room,65,1,0,1,0
11337913,Private Bedroom Midtown,3660628,Michelle,Manhattan,Upper West Side,Private room,105,4,0,1,0
11341650,"Room off Jefferson L, Bushwick",978580,Marta,Brooklyn,Bushwick,Private room,75,1,0,1,0
11344203,"Cozy lofted room, with patio",26082446,Natali,Brooklyn,Bushwick,Private room,100,1,0,1,0
11359913,Gramercy Townhouse,53356372,Brenda,Manhattan,Gramercy,Entire home/apt,1200,2,0,1,0
11363349,Cute bedroom in the East Village,29392554,Yana,Manhattan,East Village,Private room,75,120,0,1,173
11371974,1 bedroom Apt in Prospect Heights,32974295,Jacqueline,Brooklyn,Prospect Heights,Entire home/apt,70,1,0,1,0
11373565,Private room in Williamsburg,59609062,Evan,Brooklyn,Williamsburg,Private room,60,1,0,1,0
11387473,Hipster Central,17598715,Ryan,Brooklyn,Red Hook,Entire home/apt,200,1,0,1,0
11389037,Private room in Greenpoint Apt.,51425591,Matthew,Brooklyn,Greenpoint,Private room,70,1,0,1,0
11389773,Chambre au coeur de Manhattan,59746634,Joël,Manhattan,Chelsea,Private room,65,1,0,1,0
11397141,Luxury apartment in Williamsburg,31284498,Abe,Brooklyn,Williamsburg,Entire home/apt,200,1,0,1,0
11411361,Sunny private bedroom,57287881,Ivy,Brooklyn,Williamsburg,Private room,45,5,0,1,0
11412169,Condo at Wyndham Midtown 45,40744172,Laurie,Manhattan,Midtown,Private room,499,3,0,1,0
11434339,"Nice, Sunny and by Yankee Stadium",60077790,Veronica,Manhattan,Harlem,Private room,100,1,0,1,0
11434848,Private room in Manhattan,12925391,Claire,Manhattan,Harlem,Private room,55,1,0,1,0
11441498,Lincoln Center Apartment,26104727,Ambika,Manhattan,Upper West Side,Entire home/apt,180,1,0,1,0
11456047,【完全個室】1BR､専用ﾊﾞｽﾄｲﾚ､ｷｯﾁﾝ付き(Queens),60239797,Hazuki,Queens,Elmhurst,Private room,100,1,0,1,0
11456821,"Luxury Midtown West Studio w/pool, wifi",9419684,Mike,Manhattan,Hell's Kitchen,Entire home/apt,230,30,0,3,176
11457577,Private Room Near  Times Square!,45033175,Eugene,Manhattan,Hell's Kitchen,Private room,125,3,0,3,0
11458973,"Luxury Midtown West 2BR w/pool, wifi",9419684,Mike,Manhattan,Hell's Kitchen,Entire home/apt,421,30,0,3,0
11462440,Sweet and Cosy apartment,14076492,Shira,Manhattan,Upper West Side,Private room,120,12,0,1,0
11462944,Big Cozy Apartment in West Uptown,46453731,Gabriela,Manhattan,Harlem,Entire home/apt,140,4,0,1,0
11480835,Brooklyn Bushwhick Private Room,7990995,Juno,Brooklyn,Bushwick,Private room,35,1,0,1,0
11484596,WEST 56TH COLUMBUS CIRCLE-LUXURY DOORMAN/GYM/DECK,2856748,Ruchi,Manhattan,Hell's Kitchen,Entire home/apt,225,30,0,49,348
11488593,LUXURY DOORMAN STUDIO ON EAST 44th STREET,2856748,Ruchi,Manhattan,Midtown,Entire home/apt,198,30,0,49,364
11491696,Studio apartment close to subway,60502606,Brooke,Manhattan,Upper West Side,Entire home/apt,250,1,0,1,0
11495792,Huge 1 bdrm apt; sublet March-Aug,60535622,Adela,Brooklyn,Crown Heights,Entire home/apt,2100,120,0,1,363
11497795,"Cheap, clean, 15 min. to Manhattan",6067526,Matt,Queens,Jackson Heights,Private room,50,1,0,1,188
11514862,Large (clean) private bedroom in Crown Heights,54772069,Dominic,Brooklyn,Crown Heights,Private room,55,30,0,1,365
11526771,Superb Steps away from Union Square,15152746,Joseph,Manhattan,Gramercy,Private room,139,1,0,1,0
11528951,Spacious duplex in townhouse.,1141610,Maria,Brooklyn,Crown Heights,Entire home/apt,250,7,0,1,0
11529467,"Comfy,  Convenient and a Balcony!",60802539,Hannah,Brooklyn,Crown Heights,Entire home/apt,133,2,0,1,0
11530901,Modern Condo in Heart of Harlem,42535703,Fma,Manhattan,East Harlem,Private room,120,3,0,2,0
11531154,Beautiful Apartment in Chelsea,27906470,Robin,Manhattan,Chelsea,Private room,70,1,0,1,0
11532518,1 Bedroom Apt East Village/USQ,24319977,Charles,Manhattan,East Village,Entire home/apt,200,1,0,1,0
11546462,Midtown East Master Bedroom,44357881,Lauren,Manhattan,Midtown,Private room,75,1,0,1,0
11547352,Modern Bushwick rm perf for 1 or 2!,36625256,Allison,Brooklyn,Bushwick,Private room,85,1,0,1,0
11557387,EAST RIVER VIEW~HIRISE STUDIO,2856748,Ruchi,Manhattan,Midtown,Entire home/apt,205,30,0,49,364
11558167,LUXURY MURRAY HILL STUDIOS/GYM/DECK,2856748,Ruchi,Manhattan,Murray Hill,Entire home/apt,190,30,0,49,364
11564448,Cozy upper east side studio,33856311,Brooke,Manhattan,Upper East Side,Entire home/apt,100,1,0,1,0
11564960,1BR Walkup on Upper East Side,61088024,John,Manhattan,Upper East Side,Entire home/apt,75,1,0,1,0
11566601,Book filled nook,61099962,Rhianna,Brooklyn,Prospect Heights,Private room,50,1,0,1,0
11567796,Great Apartment in Midtown New York,48024019,Andrea,Manhattan,Midtown,Entire home/apt,200,1,0,1,0
11568026,Beautiful Tribeca Loft,5333348,Francesco & Olivia,Manhattan,Tribeca,Entire home/apt,500,3,0,1,0
11569560,Midtown East Alcove Studio,55504410,Vanita,Manhattan,Murray Hill,Entire home/apt,140,5,0,1,0
11571180,Beautiful East Harlem Apartment,48202082,Ian,Manhattan,East Harlem,Private room,50,30,0,1,345
11573292,Cool East Village apt,59493714,Mirinda,Manhattan,East Village,Private room,109,3,0,1,0
11573695,Sunny Huge Bedroom in Brownstone,7041668,Karen,Brooklyn,Crown Heights,Private room,60,1,0,1,0
11583439,Private room in Midtown East Manhat,5466759,Johann,Manhattan,Midtown,Private room,99,4,0,1,0
11584288,1 Bedroom in Modern Williamsburg Duplex,61252195,Matthew,Brooklyn,Williamsburg,Private room,95,1,0,1,0
11584340,Super Cute and Sunny Studio,10563705,Hailey,Manhattan,Washington Heights,Entire home/apt,110,4,0,1,0
11587997,"Quiet, Clean, Lit @ Lower East Side",40470433,Hana,Manhattan,Lower East Side,Private room,52,1,0,1,0
11588003,Charming Prewar Upper West Side Apt,4732500,Daniel,Manhattan,Upper West Side,Entire home/apt,95,1,0,1,0
11589713,Williamsburg Loft,15524268,Joseph,Brooklyn,Williamsburg,Private room,65,1,0,1,0
11591276,Condo w/ Balcony UES nr Lex subway,23387829,Auroni,Manhattan,Upper East Side,Entire home/apt,450,1,0,1,0
11593365,Historic Central Chinatown Apt,10703999,Evan,Manhattan,Chinatown,Entire home/apt,220,4,0,1,0
11595172,LUXURY 2 BR 2 BATH -WASHER/DRYER/DOORMAN-E 52nd ST,2856748,Ruchi,Manhattan,Midtown,Entire home/apt,355,30,0,49,364
11595739,CHIC STUDIOS ON E 54TH~PRIME LOCATION~SUTTON PLACE,2856748,Ruchi,Manhattan,Midtown,Entire home/apt,185,30,0,49,364
11602485,Private Room in mid town west,39123185,Eva,Manhattan,Hell's Kitchen,Private room,100,1,0,1,0
11609114,Studio APT Murray Hill (Gramercy),50556696,Jeremy,Manhattan,Kips Bay,Entire home/apt,200,1,0,1,0
11610515,Opening my space while I travel,19479273,Ryan,Brooklyn,Bushwick,Private room,45,1,0,1,0
11633801,Prospect Heights Three Bedroom,28808966,Christopher,Brooklyn,Crown Heights,Entire home/apt,180,1,0,1,0
11637578,Spacious and sunny room for rent,61684714,Grace,Manhattan,Washington Heights,Private room,26,7,0,1,0
11639083,The Heart of Lower East Side,25141383,Azeez,Manhattan,Lower East Side,Private room,89,2,0,1,0
11646497,Spacious Room in Stuyvesant Heights,21480710,Theodore,Brooklyn,Bedford-Stuyvesant,Private room,89,1,0,2,0
11651980,Updated Midtown East 2 Bedroom 3 Beds,61391963,Corporate Housing,Manhattan,Midtown,Entire home/apt,165,30,0,91,180
11654372,Amazing Combo Bedroom/Living Space,6001746,Kevin,Brooklyn,Bushwick,Private room,60,21,0,1,0
11656367,Charming Brooklyn Apartment,61851697,Vivienne,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3,0,1,273
11656721,3 bedroom near Park,46502890,Jackie,Queens,Jamaica Estates,Private room,750,1,0,2,0
11657285,"Lofty 1 BDR w/huge, private backyard",15835554,Jessica,Brooklyn,Gowanus,Entire home/apt,150,2,0,1,0
11660015,Charming Soho artist studio,8856151,Scott,Manhattan,SoHo,Entire home/apt,229,4,0,1,0
11667455,Large pre-war apartment UWS,61938683,Lone,Manhattan,Upper West Side,Entire home/apt,350,7,0,1,0
11670639,Sunny Apartment with a balcony,61962183,Christopher,Queens,Ditmars Steinway,Private room,30,15,0,1,0
11672539,Downtown Brooklyn Luxury Building,52794726,Wendi,Brooklyn,Downtown Brooklyn,Private room,50,1,0,1,0
11677431,Serene and Minimal Room + Studio,3850478,Lili,Brooklyn,Greenpoint,Private room,50,1,0,1,0
11678327,Sunny loft in Brooklyn,9073820,Lisa,Brooklyn,Bedford-Stuyvesant,Private room,38,1,0,1,0
11690836,Extended stay in a great studio,46036778,Elle,Manhattan,Upper East Side,Entire home/apt,180,14,0,1,0
11698352,Room avl from 03/30 to 04/03 in NYC,22769314,Sandra,Brooklyn,Williamsburg,Private room,46,1,0,1,0
11699080,Single room in Bushwick w/backyard,1838844,Andrew,Brooklyn,Bushwick,Private room,50,1,0,1,0
11712888,Private room available with river view!,412228,Natalie,Manhattan,Upper West Side,Private room,95,14,0,1,0
11718329,Luxury Bright NYC Apartment,41411171,Asem,Manhattan,Upper West Side,Private room,40,1,0,1,0
11721727,Spacious Room near CUMC Campus,62335395,Franchesca,Manhattan,Washington Heights,Shared room,360,1,0,1,0
11737916,Sunny Room 1/2 block from MTA,2350014,Laine,Brooklyn,Crown Heights,Private room,55,1,0,1,0
11750766,SWEEPING VIEWS 23d FLR~SUTTON PLACE,2856748,Ruchi,Manhattan,Midtown,Entire home/apt,245,30,0,49,334
11751916,Large 2BR apt. steps from Subway,62530335,Adam,Bronx,Concourse,Entire home/apt,110,1,0,1,0
11771598,Quiet and Sunny room in Harlem!,36830075,Camila,Manhattan,Harlem,Private room,50,1,0,2,0
11774815,Upper East Side Prewar,62685348,Karen,Manhattan,Upper East Side,Entire home/apt,400,1,0,1,0
11775601,"Spacious bedroom, in Crown heights",15495404,Melanie,Brooklyn,Crown Heights,Private room,65,5,0,1,0
11790749,"Big, bright apartment by the beach.",46798824,Matt,Brooklyn,Brighton Beach,Entire home/apt,199,1,0,1,0
11793542,Room in Apt. near Columbia w/ Views,26271616,Ian,Manhattan,Upper West Side,Private room,96,1,0,2,0
11803487,Home 4 Medical Professionals-Brooklyn Hospital,26377263,Stat,Brooklyn,Fort Greene,Private room,54,30,0,43,361
11803893,Home 4 Medical Professionals-LIU,26377263,Stat,Brooklyn,Fort Greene,Private room,54,30,0,43,361
11804245,Home 4 Medical Professionals-Methodist Hospital,26377263,Stat,Brooklyn,Park Slope,Private room,54,30,0,43,361
11814184,Spacious room - Prime Williamsburg,8697041,Gaspard,Brooklyn,Williamsburg,Private room,75,1,0,2,0
11817212,Spacious sun filled private room.,264366,Neil,Brooklyn,Bedford-Stuyvesant,Private room,60,2,0,1,0
11817955,Artist's Loft - South Park Slope,4629474,Jonathan,Brooklyn,Sunset Park,Entire home/apt,179,3,0,1,0
11821598,Quaint West Village Studio,62968595,Bethann,Manhattan,West Village,Entire home/apt,130,5,0,1,0
11827037,Spacious apt in Prospect Lefferts,63002307,Natalie,Brooklyn,Prospect-Lefferts Gardens,Private room,65,1,0,1,0
11837681,"Private bedroom rental, spacious",44071830,Sharon,Manhattan,East Harlem,Private room,60,1,0,1,0
11840057,BedRoom in lower East Side,51447330,Nicolas,Manhattan,Lower East Side,Private room,112,1,0,1,0
11841988,Upper West Side Dream Apartment,37809789,Zabrina,Manhattan,Upper West Side,Entire home/apt,200,1,0,1,0
11842127,Passover NYC Rental,17980647,Alaethia,Manhattan,Upper West Side,Entire home/apt,425,5,0,1,0
11842735,"Cozy room available in Bed-Stuy, BK",2384086,Sal,Brooklyn,Bedford-Stuyvesant,Private room,40,5,0,1,0
11845193,Available 23rd-28th March,13318184,Rebecca,Brooklyn,Williamsburg,Private room,100,1,0,4,0
11850334,New 1BR: Midtown Modern in Manhattan,2682322,Ramy,Manhattan,Kips Bay,Entire home/apt,150,2,0,1,0
11862941,1 Bedroom Heart of Financial Dist,23914324,Hamza,Manhattan,Financial District,Private room,110,2,0,1,0
11867573,Manhattan beautiful studio.,6544323,Rachel,Manhattan,East Harlem,Entire home/apt,100,4,0,1,0
11881208,Lavish Studio Apt in Midtown West NYC!,30283594,Kara,Manhattan,Hell's Kitchen,Entire home/apt,199,30,0,121,365
11903561,Rock & Roll Living in the Heart of NYC,3937437,Lisa,Manhattan,East Village,Entire home/apt,100,2,0,1,0
11906169,Sunny Apartment in Crown Heights,2103550,Anna,Brooklyn,Crown Heights,Entire home/apt,200,1,0,1,0
11909622,cozy bedroom in BedStuy Brooklyn,35362734,Gregoire,Brooklyn,Bedford-Stuyvesant,Private room,62,1,0,1,0
11910257,Cozy Nest 15 Minutes From Midtown,50661711,Cory,Manhattan,Washington Heights,Private room,70,1,0,1,0
11923007,Trendy & spacious Williamsburg Apt,7640852,Markus,Brooklyn,Williamsburg,Private room,95,2,0,1,0
11923955,Big Sunny 1 Bdrm Apt - Midtown NYC,35587586,Platon,Manhattan,Hell's Kitchen,Entire home/apt,200,1,0,1,0
11927032,Charming Modern Bed-Stuy Brooklyn Townhouse W/Yard,12986134,Nicole,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,0,1,334
11928097,Sunny room in a 2 bedroom apartment,17737517,Martin,Manhattan,East Harlem,Private room,65,1,0,1,0
11929230,Spacious Room in Williamsburg,31919152,Ryan,Brooklyn,Williamsburg,Private room,60,7,0,1,0
11943700,Alcove Studio,19586959,Philip,Manhattan,Hell's Kitchen,Entire home/apt,160,1,0,1,0
11963123,Bright Apartment in Clinton Hill,7306184,Jasper,Brooklyn,Clinton Hill,Entire home/apt,179,5,0,1,0
11965263,Huge sunny bedroom in Crown Heights,9028473,Molly,Brooklyn,Crown Heights,Private room,75,1,0,1,0
11971580,The Heart of west HARLEM-With a European flair,5388411,Timothy,Manhattan,Harlem,Entire home/apt,90,3,0,1,0
11972141,Lovely Room in Beautiful Brooklyn,54043278,Marina,Brooklyn,Bedford-Stuyvesant,Private room,65,3,0,1,0
11981145,Mysig tvåa på Upper East Side,64027912,Carolin,Manhattan,Upper East Side,Entire home/apt,106,1,0,1,0
11985793,Huge apartment in beautiful Brooklyn Brownstone,9217610,Virginie,Brooklyn,Greenpoint,Entire home/apt,225,6,0,2,0
11990841,Private room in Bushwick!,13318184,Rebecca,Brooklyn,Williamsburg,Private room,50,1,0,4,0
12000676,~Luxury 1 bedroom apt. near Columbus Circle,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,351
12000916,Entire  Large Park Slope 2BR Apt,6132748,Chip,Brooklyn,Park Slope,Entire home/apt,100,1,0,1,0
12001322,NYC Midtown-West Luxury 1BR Apt.,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,352
12001638,NYC  modern 1 bedroom apt. near Carnegie Hall!,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,352
12002288,Luxury 1-Bedroom NYC apt. near Rockefeller Center!,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,351
12002548,Luxury 1 Bedroom Midtown West Apartment!,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,352
12003048,Sleek 1 bedroom apt. near Times Square!,30283594,Kara,Manhattan,Hell's Kitchen,Entire home/apt,239,30,0,121,352
12004174,Studio in the Heart of Gramercy!,21661360,Julie,Manhattan,Gramercy,Entire home/apt,240,2,0,1,0
12005922,Plush 2 Bedroom Midtown West NYC Apartment,30283594,Kara,Manhattan,Midtown,Entire home/apt,369,30,0,121,345
12006201,High-end bright 1 bedroom apt. in Midtown West,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,348
12009685,East Village Apt with Balcony,26806527,Avir,Manhattan,Gramercy,Shared room,100,1,0,1,0
12028495,Comfortable and Spacious Bedroom,52474491,Arthur,Brooklyn,Sea Gate,Private room,71,1,0,3,0
12038181,Modern Artsy Room in BK Near Subway,11028022,Tyrone,Brooklyn,Crown Heights,Private room,100,3,0,1,0
12050280,On 5th Ave! Easy to shopping,64528384,Eva,Manhattan,Chelsea,Private room,150,60,0,1,0
12054286,Private Room in Upper West Side,45103252,Ruokun,Manhattan,Upper West Side,Private room,75,1,0,1,0
12055540,Beautiful Studio Near Prospect Park,64568425,Christine,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,1,0,1,0
12056517,Adorable Upper East Side Studio,64576222,Kristin,Manhattan,Upper East Side,Entire home/apt,175,4,0,1,0
12070965,Downtown style in the Bronx,64678583,Mark,Bronx,Mott Haven,Private room,500,10,0,1,358
12070985,"Spacious, Sunny, Happy Studio",41280277,Anna,Manhattan,Washington Heights,Entire home/apt,84,2,0,1,0
12079099,Cozy shared male room in center of Manhattan III\),39528519,Max,Manhattan,Lower East Side,Shared room,32,14,0,28,341
12081327,Private bedroom for 2-4 night stay in Clinton Hill,2134560,Patrick,Brooklyn,Clinton Hill,Private room,100,2,0,1,0
12082624,NYC Midtown West 1 bedroom luxury apartment!,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,352
12082737,Location Chambre,47954479,Erwan,Brooklyn,Bedford-Stuyvesant,Private room,51,1,0,1,0
12083625,Plush Studio Apartment in Midtown West NYC,30283594,Kara,Manhattan,Hell's Kitchen,Entire home/apt,129,30,0,121,133
12083868,Sleek 1 BR apt. near major attractions in NYC!,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,351
12084100,Lux 1 BR NYC Midtown West Apartment,30283594,Kara,Manhattan,Hell's Kitchen,Entire home/apt,239,30,0,121,364
12085008,Sophisticated 1 bedroom apt. in Midtown West!,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,352
12086180,Lux 1BR NYC apt. steps from  Carnegie Hall!,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,352
12086351,Peaceful Private Room In Warm Brooklyn Apt,4462547,Ryan,Brooklyn,Prospect Heights,Private room,37,180,0,1,0
12087608,Luxury finished MIDTOWN 1 Bed Apt.,43483337,Alex,Manhattan,Hell's Kitchen,Entire home/apt,170,5,0,1,0
12089237,1 Bedroom Apt in the heart of NYC by Central Park,30283594,Kara,Manhattan,Hell's Kitchen,Entire home/apt,239,30,0,121,352
12089889,-Modern Living in the Heart of NYC - 1 BR apt.,30283594,Kara,Manhattan,Hell's Kitchen,Entire home/apt,239,30,0,121,165
12095161,"Sunny, clean, classic NYC apartment",19965375,Remy,Manhattan,Chinatown,Private room,90,1,0,1,0
12099852,Spacious 1 Bedroom with City Views,42905408,Carolyn,Queens,Astoria,Entire home/apt,165,1,0,1,0
12108512,"nice backyard, cool roommates",64932133,Kenny,Brooklyn,Crown Heights,Private room,40,10,0,1,0
12109347,Modern 1BR apt- prime Times Square location!!,30283594,Kara,Manhattan,Midtown,Entire home/apt,239,30,0,121,352
12111387,Luxury 2BR-Apt. next to Central Park,30283594,Kara,Manhattan,Midtown,Entire home/apt,369,30,0,121,345
12113045,"Prime Williamsburg, Brooklyn",64967307,Dave,Brooklyn,Williamsburg,Private room,78,1,0,1,0
12113280,Brooklyn Summer Haven- Private Room!,64963967,Ruby,Brooklyn,Bedford-Stuyvesant,Private room,44,1,0,1,0
12113494,Cute and Cozy 1br one block from Central Park,3554055,Jemme,Manhattan,Upper East Side,Entire home/apt,160,3,0,1,0
12129245,"Cozy, Private Room in Astoria!",43740859,Katie,Queens,Astoria,Private room,59,1,0,1,0
12132022,Family Friendly 2.5 Bedroom,34736562,Helena,Brooklyn,Carroll Gardens,Entire home/apt,300,7,0,1,0
12135856,Master Bedroom w/ King Bed,15025923,Stephen,Brooklyn,Fort Hamilton,Private room,43,23,0,1,0
12153709,Private room in a high floor apt,167796,Kamini,Manhattan,East Harlem,Private room,250,1,0,1,365
12155460,Modern 2BR in the UES (94th and 2nd) 30 DAYS  MIN,23772724,Elem,Manhattan,Upper West Side,Entire home/apt,136,30,0,15,317
12170307,Williamsburg Vintage Chic w/Garden,64652921,Irit,Brooklyn,Williamsburg,Entire home/apt,91,5,0,1,0
12171619,The Manhattan Club - NYC Marathon Weekend,56098700,Jim,Manhattan,Midtown,Entire home/apt,500,3,0,1,0
12173904,Cozy apartment on upper west side,65402364,Aleksandra,Manhattan,Upper West Side,Entire home/apt,200,5,0,1,0
12175508,Quaint room in East Village walk-up,65415391,Katherine,Manhattan,East Village,Private room,100,1,0,1,0
12184956,Private Room in Greenpoint Brooklyn,36959636,Panagiotis,Brooklyn,Greenpoint,Private room,75,3,0,1,0
12187800,"Spacious, sunlit room",6555513,Preeti,Brooklyn,Brooklyn Heights,Private room,115,1,0,2,0
12188721,"Cozy room in bushwick, Brooklyn",517866,Jose,Brooklyn,Bushwick,Private room,80,3,0,1,83
12196647,"Amazing, large private room",5744488,Lindsay,Brooklyn,Bedford-Stuyvesant,Private room,45,4,0,1,0
12202225,"Bed Stuy beauty. Books, sunlight :)",59979344,Greg,Brooklyn,Bedford-Stuyvesant,Private room,57,1,0,1,0
12211018,Buck room at Casa de la Luna,12798614,Jessica,Brooklyn,Bedford-Stuyvesant,Private room,79,2,0,3,319
12212943,Upper East Side Brand New Apt,65690091,Mohine,Manhattan,Upper East Side,Private room,185,1,0,1,0
12222304,Upper East Side Rooftop Escape,23821373,Kaitlyn,Manhattan,Upper East Side,Entire home/apt,160,1,0,1,0
12225502,700 Squ.Ft Studio /  Loft,65757870,M.,Manhattan,East Village,Entire home/apt,200,2,0,1,0
12227008,South Williamsburg Private Room,65776450,Emily,Brooklyn,Williamsburg,Private room,150,2,0,1,0
12228023,Big Bedroom in UES Apartment,65786525,Eric,Manhattan,Upper East Side,Private room,65,1,0,1,0
12228640,Bed Stuy Home Away From Home,27953420,Qaim,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,1,0,1,0
12230928,Villa DiGioia visit NYC via SI,65806798,Michael J,Staten Island,Tottenville,Private room,100,2,0,1,365
12231304,Private Room in Luxury Bushwick Apt,18287406,Claudio,Brooklyn,Bushwick,Private room,51,3,0,1,0
12231331,Bright Brooklyn Room,27379452,Kevin,Brooklyn,Williamsburg,Private room,55,5,0,1,0
12231443,Private bedroom in Brooklyn,44376809,Chelsea,Brooklyn,Bushwick,Private room,85,1,0,1,0
12242301,First rate 2 bed/2 bath apt. in Midtown West!,30283594,Kara,Manhattan,Midtown,Entire home/apt,449,30,0,121,345
12242672,Comfortable Hamilton Heights Apt,18362341,Michael,Manhattan,Harlem,Private room,35,1,0,1,0
12243556,Clean and Modern Space in Upper West Side,2863689,Nabilah,Manhattan,Morningside Heights,Private room,70,8,0,1,0
12253338,Hudson River view Washington Height,51547958,Melissa,Manhattan,Washington Heights,Private room,78,1,0,1,0
12253809,Beautiful View of Hudson and City,12608878,Doug,Manhattan,Washington Heights,Private room,49,2,0,1,0
12274576,"3 BR, Bklyn, Long/Short Term",2261995,Sarah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1,0,3,359
12281070,A simple place to make your space,66173032,Andrew,Manhattan,Upper East Side,Entire home/apt,160,1,0,1,0
12283602,"Greenpoint Haven, 12min walk from 7",12603183,Paulina,Brooklyn,Greenpoint,Entire home/apt,150,3,0,1,0
12294008,Furnished Duplex with Garden,27742760,Josh,Brooklyn,Boerum Hill,Entire home/apt,300,180,0,1,365
12303877,ROOM in Great Location,51522009,Diego,Manhattan,Hell's Kitchen,Private room,80,3,0,1,0
12318497,Classic East Village 1 BR,40726506,Quintin,Manhattan,East Village,Entire home/apt,150,2,0,1,0
12318604,Private room on the Upper East Side,10199873,Andjela,Manhattan,Upper East Side,Private room,42,31,0,1,0
